id,text,created_at,lang
1968389584238080074,"The 1944 Finnish-Soviet armistice is more relevant as a warning than as a model for Ukraine, argues @KristiRaik.
https://t.co/qSw03CGacP",2025-09-17 19:00:22+00:00,en
1968389571625836714,"#UkraineAlert | ""As peace negotiations continue to unfold and Ukraine’s partners seek a security formula to prevent further Russian aggression, the fight against corruption will fortify Ukrainian sovereignty,"" writes @MatthewHMurray1.

Read more below⬇️
https://t.co/EBv5iChgi3",2025-09-17 19:00:19+00:00,en
1968389244466119163,@juth Fox News Reporter Feels ‘Damn Lucky’ After Losing Limbs In Ukraine Attack. Benjamin Hall was injured after his vehicle was hit by in,2025-09-17 18:59:01+00:00,en
1968389127805759656,"@DakdaR22 So, if Russia doesn’t want to attack NATO members, why is NATO involved in Ukraine?",2025-09-17 18:58:33+00:00,en
1968388772212683173,"Russian distrust of NATO, whether under NATO flag or member nations, makes a European peace force unacceptable unless they choose NATO member nations that nonetheless have good relations with Russia to provide the peace force: namely Hungary and Turkiye https://t.co/WjX1sf8XqP",2025-09-17 18:57:08+00:00,en
1968388731343417706,"@Stepan411560 @pipka6666 @kava220 @asbatura88 Oh no you want to kill those kids? &amp; when did they attack Russia? That's the real factor! Did Ukraine roll tanks into Russia &amp; start kiilling Russians  or wasn't the other way around first with ""sepratist""  the full invasion Stop cooking bullshit videos",2025-09-17 18:56:59+00:00,en
1968387881778692225,@WakeUpPatriott B because I am sure Ukraine will not attack my country.,2025-09-17 18:53:36+00:00,en
1968387805404389490,"I really don't understand people like Rubio, who as a senator was more pro-Ukraine.

I can't see how anyone rational person would give up territory for a false peace, knowing the 400 year history of Russia and Ukraine, including the usurping of the word Rus itself in 1721.",2025-09-17 18:53:18+00:00,en
1968387774731665426,"@ZelenskyyUa PEACE🕊️ in Ukraine🇺🇦 means Peace in Europe🕊️

Europe 🇪🇺 stands with you🤝 Ukraine🇺🇦 https://t.co/zupPV6mrvB",2025-09-17 18:53:11+00:00,en
1968387770348716434,"@janine_szokoly @wartranslated Thanks. 

I really don't understand people like Rubio, who as a senator was more pro-Ukraine. 

I can't see how anyone rational person would give up territory for a false peace, knowing the 400 year history of Russia and Ukraine, including the usurping of the word Rus itself in",2025-09-17 18:53:09+00:00,en
1968387386930548945,"@Gerashchenko_en testing ground for sorts of weapons.  Even if the war stop today Ukraine can NEVER recover in 50 years, even if they do those innocent people that have been wasted can never come back to life. This war would have been avoided if the Will was there. Peace was proposed from the",2025-09-17 18:51:38+00:00,en
1968387252867973434,"@gesserit8081266 @VividProwess The two-state solution for the Palestinians is like asking Ukraine to give up Crimea, Donetsk, Luhansk, Kherson, and any other territory Russia demands in exchange for peace!... Of course Ukraine will not accept it, and that is why Palestinians have not accepted the two-state",2025-09-17 18:51:06+00:00,en
1968387057652502897,"@Bubblebathgirl @ZelenskyyUa Russia has signed dozens of treaties on land, borders, and peace with Ukraine, so no one expects them to abide by another one. 
And NATO has no might.",2025-09-17 18:50:20+00:00,en
1968386943915540770,"@Granwithagun Russia does not gain anything from a ceasefire. Every ceasefire Russia has given Ukraine, Ukraine has taken the opportunity to militarize and fortify instead of achieving a long-lasting peace. Strategically, there is no reason for Russia to want a ceasefire, only Ukraine.",2025-09-17 18:49:52+00:00,en
1968386809773109440,"Art of the Day! ""UKRAINE : Peace for Ukraine"". Buy at: https://t.co/3DWMs4l5sp https://t.co/WoYwQbu9Zr",2025-09-17 18:49:20+00:00,en
1968386613462941963,"After World War II, Ukraine did not find peace. Instead, it faced famine, mass repressions, and the destruction of religious and cultural life under Stalin.

👉 Read our article “Ashes of War: Repression and Resistance in Ukraine”
🔗 https://t.co/8qsk6jUEUi https://t.co/wf0LNWhupX",2025-09-17 18:48:34+00:00,en
1968386032791077050,Macron sabotaged the negotiations between Israel and Hamas and Boris Johnson sabotaged the negotiations between the Ukraine and Russia. https://t.co/A3J1X3FhwD,2025-09-17 18:46:15+00:00,en
